Customer ID,first_purchase,last_purchase,total_orders,total_items,total_revenue,country,lifespan_days,avg_order_value,cohort_month
15552,2010-03-26 16:17:00,2011-05-06 14:47:00,2,166,252.52,United Kingdom,405,126.26,2010-03
15553,2011-10-10 14:02:00,2011-10-10 14:02:00,1,449,428.93,United Kingdom,0,428.93,2011-10
15554,2011-03-07 09:00:00,2011-03-07 09:00:00,1,74,217.2,United Kingdom,0,217.2,2011-03
15555,2009-12-06 11:58:00,2011-11-27 16:19:00,36,8511,11243.91,United Kingdom,721,312.33,2009-12
15556,2011-11-15 16:08:00,2011-11-15 16:08:00,1,236,279.77,United Kingdom,0,279.77,2011-11
15557,2011-11-11 12:46:00,2011-11-11 12:46:00,1,213,468.91,United Kingdom,0,468.91,2011-11
15558,2010-03-10 15:25:00,2010-03-10 15:25:00,1,73,202.68,United Kingdom,0,202.68,2010-03
15559,2010-05-20 14:06:00,2010-05-20 14:06:00,1,526,1109.4,United Kingdom,0,1109.4,2010-05
15560,2010-11-07 10:14:00,2010-11-07 10:15:00,2,72,153.52,United Kingdom,0,76.76,2010-11
15561,2010-02-14 12:22:00,2011-11-28 11:07:00,8,1334,1934.3899999999999,United Kingdom,651,241.8,2010-02
15562,2009-12-13 15:17:00,2010-12-23 09:55:00,3,560,671.4300000000001,United Kingdom,374,223.81,2009-12
15563,2010-01-28 11:36:00,2011-11-17 14:50:00,7,3005,2859.46,United Kingdom,658,408.49,2010-01
15564,2010-02-01 15:58:00,2010-09-02 15:52:00,2,42,70.74000000000001,United Kingdom,212,35.37,2010-02
15565,2011-09-30 10:44:00,2011-10-20 14:33:00,2,60,173.16,United Kingdom,20,86.58,2011-09
15566,2009-12-15 14:53:00,2010-11-12 12:11:00,2,153,227.87,United Kingdom,331,113.94,2009-12
15567,2011-11-21 10:48:00,2011-11-21 10:48:00,1,223,186.01,United Kingdom,0,186.01,2011-11
15568,2011-09-27 14:37:00,2011-12-07 11:27:00,3,461,758.29,United Kingdom,70,252.76,2011-09
15569,2010-02-28 10:55:00,2011-08-28 10:15:00,10,1734,3583.45,United Kingdom,545,358.34,2010-02
15570,2010-03-28 14:04:00,2011-12-02 14:47:00,25,4079,8736.49,United Kingdom,614,349.46,2010-03
15571,2009-12-06 12:10:00,2011-11-28 10:02:00,14,2411,3892.35,United Kingdom,721,278.02,2009-12
15572,2010-04-14 14:38:00,2011-12-05 10:09:00,10,2089,3965.2,United Kingdom,599,396.52,2010-04
15573,2009-12-10 14:19:00,2011-11-08 11:38:00,5,770,1188.42,United Kingdom,697,237.68,2009-12
15574,2010-09-01 14:37:00,2011-06-15 12:01:00,6,750,1101.44,United Kingdom,286,183.57,2010-09
15575,2010-03-30 12:50:00,2010-03-30 12:50:00,1,6,30.1,United Kingdom,0,30.1,2010-03
15576,2011-11-02 12:03:00,2011-11-02 12:03:00,1,394,921.37,United Kingdom,0,921.37,2011-11
15577,2009-12-13 16:17:00,2011-07-11 17:03:00,5,120,396.03000000000003,United Kingdom,575,79.21,2009-12
15578,2011-06-30 13:03:00,2011-06-30 13:03:00,1,52,127.1,United Kingdom,0,127.1,2011-06
15579,2010-10-03 14:37:00,2011-10-02 12:45:00,5,713,1250.63,United Kingdom,363,250.13,2010-10
15580,2010-02-07 11:21:00,2010-11-28 11:00:00,8,955,1375.39,United Kingdom,293,171.92,2010-02
15581,2009-12-02 12:19:00,2011-08-11 09:38:00,38,3028,7480.4,United Kingdom,616,196.85,2009-12
15582,2011-05-03 13:36:00,2011-11-15 09:55:00,3,453,682.9100000000001,United Kingdom,195,227.64,2011-05
15583,2010-11-28 15:04:00,2010-11-28 15:04:00,1,56,95.96,United Kingdom,0,95.96,2010-11
15584,2010-02-07 12:16:00,2011-11-16 10:55:00,6,483,1268.2,United Kingdom,646,211.37,2010-02
15585,2011-06-16 08:38:00,2011-06-16 08:38:00,1,320,455.3,United Kingdom,0,455.3,2011-06
15586,2010-01-08 10:02:00,2010-04-26 11:00:00,3,1338,1139.1,United Kingdom,108,379.7,2010-01
15587,2010-08-05 08:44:00,2011-10-20 13:37:00,7,528,1522.0800000000002,United Kingdom,441,217.44,2010-08
15588,2010-01-31 12:19:00,2010-01-31 12:19:00,1,96,579.6,United Kingdom,0,579.6,2010-01
15589,2011-02-02 10:46:00,2011-03-29 09:54:00,3,243,478.53000000000003,United Kingdom,54,159.51,2011-02
15590,2010-04-12 10:09:00,2010-11-22 14:49:00,5,832,1496.6,United Kingdom,224,299.32,2010-04
15591,2010-02-04 09:20:00,2010-05-06 09:23:00,3,58,217.9,United Kingdom,91,72.63,2010-02
15592,2011-10-24 08:59:00,2011-10-24 08:59:00,1,354,388.58,United Kingdom,0,388.58,2011-10
15593,2011-09-30 11:46:00,2011-09-30 11:46:00,1,60,199.8,United Kingdom,0,199.8,2011-09
15594,2011-04-19 10:08:00,2011-11-24 08:53:00,5,983,1771.78,United Kingdom,218,354.36,2011-04
15595,2010-08-09 12:27:00,2010-08-09 12:27:00,1,144,357.6,United Kingdom,0,357.6,2010-08
15596,2010-07-28 11:46:00,2011-08-31 10:55:00,9,1208,2727.72,United Kingdom,398,303.08,2010-07
15597,2010-05-13 13:10:00,2011-11-04 13:26:00,2,393,563.37,United Kingdom,540,281.68,2010-05
15598,2010-10-08 09:20:00,2011-10-17 16:04:00,2,404,548.02,United Kingdom,374,274.01,2010-10
15599,2010-09-20 10:15:00,2011-11-13 11:44:00,3,1098,1250.06,United Kingdom,419,416.69,2010-09
15600,2010-04-25 11:50:00,2010-10-07 14:30:00,4,657,1199.31,United Kingdom,165,299.83,2010-04
15601,2009-12-01 14:53:00,2011-11-28 15:15:00,30,10395,14191.74,United Kingdom,727,473.06,2009-12
15602,2009-12-02 09:35:00,2011-12-01 14:14:00,16,2292,3137.96,United Kingdom,729,196.12,2009-12
15603,2010-03-01 16:02:00,2011-09-22 10:04:00,2,128,88.48,United Kingdom,569,44.24,2010-03
15604,2011-10-18 14:47:00,2011-10-18 14:47:00,1,159,216.39,United Kingdom,0,216.39,2011-10
15605,2010-01-14 14:03:00,2011-11-03 14:17:00,9,641,1741.95,United Kingdom,658,193.55,2010-01
15606,2010-03-02 14:48:00,2011-10-09 15:47:00,17,1615,5230.99,United Kingdom,586,307.71,2010-03
15607,2010-01-08 12:16:00,2011-01-07 12:44:00,9,1470,1708.97,United Kingdom,364,189.89,2010-01
15608,2010-10-20 10:10:00,2011-11-11 13:20:00,5,1262,1785.98,United Kingdom,387,357.2,2010-10
15609,2011-06-08 13:00:00,2011-06-08 13:00:00,1,148,298.48,United Kingdom,0,298.48,2011-06
15610,2011-10-19 10:36:00,2011-10-19 10:36:00,1,66,112.46000000000001,United Kingdom,0,112.46,2011-10
15611,2010-01-25 14:50:00,2011-11-30 12:36:00,26,747,2997.28,United Kingdom,673,115.28,2010-01
15612,2011-10-09 12:49:00,2011-11-03 14:52:00,2,52,195.15,United Kingdom,25,97.58,2011-10
15613,2010-04-08 12:51:00,2010-04-08 12:51:00,1,700,433.71999999999997,United Kingdom,0,433.72,2010-04
15614,2010-03-23 11:13:00,2010-09-28 10:46:00,4,1632,3147.36,United Kingdom,188,786.84,2010-03
15615,2009-12-02 15:28:00,2011-11-29 14:42:00,47,12090,21373.97,United Kingdom,726,454.77,2009-12
15616,2010-09-27 13:10:00,2010-09-27 13:10:00,1,137,317.11,United Kingdom,0,317.11,2010-09
15617,2010-07-20 13:16:00,2010-11-08 16:07:00,3,485,828.5500000000001,United Kingdom,111,276.18,2010-07
15618,2011-07-26 10:13:00,2011-11-07 08:34:00,4,454,776.851,United Kingdom,103,194.21,2011-07
15619,2011-11-29 08:14:00,2011-11-29 08:14:00,1,136,336.40000000000003,United Kingdom,0,336.4,2011-11
15620,2010-10-26 11:32:00,2011-10-14 12:41:00,4,1249,1942.36,United Kingdom,353,485.59,2010-10
15621,2011-11-18 11:49:00,2011-12-05 14:01:00,4,501,1293.03,United Kingdom,17,323.26,2011-11
15622,2010-03-04 10:29:00,2011-10-27 16:44:00,17,4091,7852.61,United Kingdom,602,461.92,2010-03
15623,2009-12-10 14:46:00,2011-07-21 17:26:00,8,1087,2437.05,United Kingdom,588,304.63,2009-12
15624,2011-03-28 13:32:00,2011-08-15 11:38:00,4,357,588.13,United Kingdom,139,147.03,2011-03
15625,2010-06-15 15:23:00,2011-08-28 10:21:00,9,3020,3236.4,United Kingdom,438,359.6,2010-06
15626,2010-10-14 17:16:00,2011-09-26 10:03:00,3,1138,1067.52,United Kingdom,346,355.84,2010-10
15627,2010-07-05 11:56:00,2010-09-08 14:14:00,2,344,566.9,United Kingdom,65,283.45,2010-07
15628,2009-12-13 13:39:00,2011-12-05 10:24:00,17,3569,5333.08,United Kingdom,721,313.71,2009-12
15629,2010-06-25 11:39:00,2010-09-15 13:46:00,4,1518,2240.9,United Kingdom,82,560.22,2010-06
15630,2010-03-05 14:30:00,2011-10-25 15:36:00,3,987,1481.4,United Kingdom,599,493.8,2010-03
15631,2010-03-07 14:52:00,2010-03-07 14:52:00,1,525,596.67,United Kingdom,0,596.67,2010-03
15632,2011-03-10 08:29:00,2011-11-24 09:51:00,8,2109,3285.31,United Kingdom,259,410.66,2011-03
15633,2009-12-08 17:51:00,2010-07-18 13:54:00,13,2048,4335.96,United Kingdom,221,333.54,2009-12
15634,2010-11-21 15:30:00,2011-11-22 16:28:00,2,227,554.65,United Kingdom,366,277.32,2010-11
15635,2010-11-09 08:58:00,2010-11-09 08:58:00,1,5,100.35,United Kingdom,0,100.35,2010-11
15636,2010-05-19 11:37:00,2011-09-11 11:17:00,4,560,1444.58,United Kingdom,479,361.14,2010-05
15637,2009-12-15 17:54:00,2011-10-18 08:28:00,5,651,797.59,United Kingdom,671,159.52,2009-12
15638,2010-04-08 14:37:00,2010-11-26 11:52:00,6,1134,2265.2,United Kingdom,231,377.53,2010-04
15639,2010-04-13 13:11:00,2011-07-28 14:30:00,3,849,1065.08,United Kingdom,471,355.03,2010-04
15640,2009-12-14 16:36:00,2011-12-05 14:35:00,29,12140,23494.31,United Kingdom,720,810.15,2009-12
15641,2009-12-06 15:31:00,2011-08-26 14:04:00,12,4422,5345.55,United Kingdom,627,445.46,2009-12
15642,2009-12-10 11:51:00,2009-12-10 11:51:00,1,270,105.78000000000002,United Kingdom,0,105.78,2009-12
15643,2011-03-02 14:34:00,2011-06-01 07:38:00,3,246,664.0,United Kingdom,90,221.33,2011-03
15644,2011-03-23 15:37:00,2011-06-26 14:54:00,4,550,803.54,United Kingdom,94,200.88,2011-03
15645,2010-10-10 12:51:00,2011-11-21 11:55:00,3,396,1055.17,United Kingdom,406,351.72,2010-10
15646,2010-10-25 13:06:00,2011-07-05 09:53:00,5,821,784.8100000000001,United Kingdom,252,156.96,2010-10
15647,2010-10-20 15:09:00,2010-10-20 15:09:00,1,124,169.0,United Kingdom,0,169.0,2010-10
15648,2011-03-17 18:59:00,2011-05-19 15:53:00,2,218,639.5,United Kingdom,62,319.75,2011-03
15649,2010-11-17 16:22:00,2011-01-07 13:34:00,4,365,1660.35,United Kingdom,50,415.09,2010-11
15650,2010-03-21 11:46:00,2010-07-06 10:41:00,2,210,553.88,United Kingdom,106,276.94,2010-03
15651,2010-04-22 13:26:00,2011-11-03 08:41:00,5,871,1259.06,United Kingdom,559,251.81,2010-04
15652,2010-08-11 16:58:00,2011-09-09 14:22:00,5,657,1405.94,United Kingdom,393,281.19,2010-08
15653,2011-08-16 09:50:00,2011-09-08 10:49:00,2,1200,877.4399999999999,United Kingdom,23,438.72,2011-08
15654,2011-11-13 15:15:00,2011-11-30 13:08:00,2,475,922.53,United Kingdom,16,461.26,2011-11
15655,2011-04-10 15:25:00,2011-04-10 15:25:00,1,324,560.67,United Kingdom,0,560.67,2011-04
15656,2011-02-28 15:32:00,2011-10-25 14:56:00,4,343,748.5,United Kingdom,238,187.12,2011-02
15657,2011-11-17 12:19:00,2011-11-17 12:19:00,1,24,30.0,United Kingdom,0,30.0,2011-11
15658,2009-12-03 11:19:00,2011-06-02 15:22:00,8,627,2117.27,United Kingdom,546,264.66,2009-12
15659,2010-02-24 13:32:00,2011-10-27 09:23:00,3,161,532.49,United Kingdom,609,177.5,2010-02
15660,2010-02-05 16:01:00,2011-11-14 16:58:00,15,1783,2603.69,United Kingdom,647,173.58,2010-02
15661,2010-05-10 07:59:00,2011-01-26 13:56:00,8,779,1215.95,United Kingdom,261,151.99,2010-05
15662,2009-12-01 13:49:00,2010-02-16 16:47:00,2,145,283.73,United Kingdom,77,141.86,2009-12
15663,2011-08-25 15:50:00,2011-08-25 15:50:00,1,106,138.14,United Kingdom,0,138.14,2011-08
15664,2010-02-28 12:50:00,2011-10-20 10:57:00,4,530,1254.03,United Kingdom,598,313.51,2010-02
15665,2010-03-14 15:07:00,2011-06-24 14:57:00,5,2777,3987.07,United Kingdom,466,797.41,2010-03
15666,2010-08-01 15:41:00,2010-08-24 16:14:00,2,469,632.9399999999999,United Kingdom,23,316.47,2010-08
15667,2011-10-31 10:56:00,2011-10-31 10:56:00,1,240,301.32,United Kingdom,0,301.32,2011-10
15668,2011-05-06 10:39:00,2011-05-06 10:39:00,1,72,76.32000000000001,United Kingdom,0,76.32,2011-05
15669,2011-03-21 09:13:00,2011-10-30 16:03:00,4,342,684.34,United Kingdom,223,171.08,2011-03
15670,2010-06-01 15:34:00,2011-02-16 10:50:00,2,132,325.2,United Kingdom,259,162.6,2010-06
15671,2011-03-14 09:37:00,2011-11-21 12:43:00,7,1699,2657.13,United Kingdom,252,379.59,2011-03
15672,2009-12-14 16:52:00,2009-12-14 16:52:00,1,10,45.300000000000004,United Kingdom,0,45.3,2009-12
15673,2010-02-22 14:28:00,2011-09-12 16:12:00,9,3274,6204.32,United Kingdom,567,689.37,2010-02
15674,2009-12-08 17:08:00,2011-09-27 15:17:00,13,3648,6948.2300000000005,United Kingdom,657,534.48,2009-12
15675,2010-10-31 14:14:00,2011-09-19 13:48:00,4,624,542.04,United Kingdom,322,135.51,2010-10
15676,2011-03-01 10:19:00,2011-11-21 12:40:00,3,2252,3435.76,United Kingdom,265,1145.25,2011-03
15677,2010-09-02 12:08:00,2011-10-21 15:36:00,3,675,1305.63,United Kingdom,414,435.21,2010-09
15678,2010-07-05 12:49:00,2011-10-18 09:25:00,3,1022,1825.94,United Kingdom,469,608.65,2010-07
15679,2011-06-10 08:24:00,2011-11-15 16:19:00,4,1170,781.28,United Kingdom,158,195.32,2011-06
15680,2009-12-02 12:15:00,2011-11-30 13:46:00,10,2743,4028.69,United Kingdom,728,402.87,2009-12
15681,2010-05-24 14:18:00,2011-11-14 16:30:00,14,1392,2989.7,United Kingdom,539,213.55,2010-05
15682,2010-01-21 14:37:00,2010-04-19 15:30:00,2,222,318.24,United Kingdom,88,159.12,2010-01
15683,2010-08-23 12:01:00,2011-08-14 12:56:00,2,332,524.54,United Kingdom,356,262.27,2010-08
15684,2009-12-04 16:13:00,2010-06-10 18:51:00,3,77,173.95,United Kingdom,188,57.98,2009-12
15685,2010-09-15 13:43:00,2010-09-15 13:43:00,1,36,55.980000000000004,United Kingdom,0,55.98,2010-09
15686,2010-10-15 13:50:00,2010-10-15 13:50:00,1,72,90.0,United Kingdom,0,90.0,2010-10
15687,2011-01-13 15:13:00,2011-12-01 08:33:00,9,1310,2993.1,United Kingdom,321,332.57,2011-01
15688,2010-10-17 12:06:00,2010-10-17 12:06:00,1,95,190.57,United Kingdom,0,190.57,2010-10
15689,2010-04-01 09:53:00,2011-08-12 09:37:00,3,207,521.03,United Kingdom,497,173.68,2010-04
15690,2011-08-31 11:40:00,2011-12-05 15:59:00,2,408,239.76,United Kingdom,96,119.88,2011-08
15691,2009-12-06 16:01:00,2011-04-01 15:13:00,4,212,571.3,United Kingdom,480,142.82,2009-12
15692,2011-11-11 14:12:00,2011-11-11 14:12:00,1,138,191.04,United Kingdom,0,191.04,2011-11
15693,2010-02-18 14:37:00,2010-02-18 14:37:00,1,30,37.5,United Kingdom,0,37.5,2010-02
15694,2009-12-07 15:43:00,2011-12-09 09:44:00,24,2467,9978.48,United Kingdom,731,415.77,2009-12
15695,2010-01-27 10:56:00,2011-03-18 08:32:00,4,484,1131.04,United Kingdom,414,282.76,2010-01
15696,2010-01-24 14:36:00,2011-11-06 14:02:00,13,1386,3881.2200000000003,United Kingdom,650,298.56,2010-01
15697,2010-01-19 09:10:00,2010-01-19 09:10:00,1,127,246.75,United Kingdom,0,246.75,2010-01
15698,2010-03-25 17:38:00,2010-03-25 17:38:00,1,60,46.2,United Kingdom,0,46.2,2010-03
15699,2011-11-22 08:26:00,2011-11-22 08:26:00,1,113,309.65,United Kingdom,0,309.65,2011-11
15700,2011-06-19 15:36:00,2011-06-20 16:53:00,2,357,696.68,United Kingdom,1,348.34,2011-06
15701,2011-08-21 12:36:00,2011-12-07 14:39:00,4,912,1529.0,United Kingdom,108,382.25,2011-08
15702,2010-01-26 17:23:00,2010-08-20 14:50:00,2,103,140.39000000000001,Nigeria,205,70.2,2010-01
15703,2011-03-20 10:51:00,2011-03-20 10:51:00,1,66,211.5,United Kingdom,0,211.5,2011-03
15704,2010-05-05 14:51:00,2011-07-22 13:35:00,6,1709,3734.6600000000003,United Kingdom,442,622.44,2010-05
15705,2011-05-22 15:37:00,2011-05-22 15:37:00,1,62,143.1,United Kingdom,0,143.1,2011-05
15706,2011-08-15 14:32:00,2011-10-07 10:09:00,4,321,1060.56,United Kingdom,52,265.14,2011-08
15707,2011-09-14 14:19:00,2011-11-04 14:35:00,4,594,916.98,United Kingdom,51,229.24,2011-09
15708,2010-10-10 11:33:00,2011-10-30 10:54:00,9,1465,3887.15,United Kingdom,384,431.91,2010-10
15709,2010-04-29 18:31:00,2011-03-01 10:38:00,2,169,327.85,United Kingdom,305,163.92,2010-04
15710,2010-10-18 17:05:00,2010-10-18 17:05:00,1,641,898.87,United Kingdom,0,898.87,2010-10
15711,2010-01-24 12:13:00,2010-06-01 12:14:00,2,199,420.25,United Kingdom,128,210.12,2010-01
15712,2009-12-01 11:17:00,2011-11-30 14:09:00,12,1277,3472.4100000000003,United Kingdom,729,289.37,2009-12
15713,2009-12-16 09:41:00,2011-07-19 13:34:00,4,451,839.64,United Kingdom,580,209.91,2009-12
15714,2010-06-02 12:08:00,2011-11-28 11:26:00,5,361,783.96,United Kingdom,543,156.79,2010-06
15715,2010-03-30 12:17:00,2010-06-02 09:56:00,5,246,658.02,United Kingdom,63,131.6,2010-03
15716,2009-12-07 12:42:00,2011-07-17 11:59:00,11,1379,2485.26,United Kingdom,586,225.93,2009-12
15717,2010-04-26 10:41:00,2011-04-19 13:21:00,5,224,607.0,United Kingdom,358,121.4,2010-04
15718,2010-06-17 16:20:00,2010-06-17 16:20:00,1,95,293.79,United Kingdom,0,293.79,2010-06
15719,2009-12-01 12:47:00,2011-11-07 12:29:00,31,5356,10195.97,United Kingdom,705,328.9,2009-12
15720,2010-06-07 15:40:00,2011-11-15 14:48:00,2,327,739.22,United Kingdom,525,369.61,2010-06
15721,2011-11-28 12:14:00,2011-11-28 12:14:00,1,388,471.40000000000003,United Kingdom,0,471.4,2011-11
15722,2010-03-09 15:05:00,2011-11-04 11:43:00,11,2279,5234.0,United Kingdom,604,475.82,2010-03
15723,2010-05-14 12:55:00,2010-12-10 11:12:00,4,427,930.7,United Kingdom,209,232.68,2010-05
15724,2010-11-04 10:22:00,2011-05-22 14:40:00,3,117,310.85,United Kingdom,199,103.62,2010-11
15725,2011-11-24 14:51:00,2011-11-24 14:51:00,1,221,415.25,United Kingdom,0,415.25,2011-11
15726,2010-11-14 16:12:00,2010-11-14 16:12:00,1,123,321.91,United Kingdom,0,321.91,2010-11
15727,2010-01-24 12:12:00,2011-11-23 12:36:00,15,5908,9371.71,United Kingdom,668,624.78,2010-01
15728,2010-09-21 14:46:00,2010-11-25 10:39:00,2,132,544.6,United Kingdom,64,272.3,2010-09
15729,2010-11-01 13:44:00,2011-05-11 12:36:00,3,47,192.55,United Kingdom,190,64.18,2010-11
15730,2010-10-04 14:15:00,2011-10-05 12:31:00,5,1061,1726.58,United Kingdom,365,345.32,2010-10
15731,2010-06-04 10:10:00,2010-06-04 10:10:00,1,122,125.3,United Kingdom,0,125.3,2010-06
15732,2010-02-04 10:10:00,2011-05-11 14:24:00,10,1264,1543.97,United Kingdom,461,154.4,2010-02
15733,2011-03-02 09:05:00,2011-03-02 09:05:00,1,62,162.3,United Kingdom,0,162.3,2011-03
15734,2010-06-10 14:25:00,2011-08-17 10:50:00,4,516,2263.3,United Kingdom,432,565.83,2010-06
15735,2010-10-14 13:38:00,2010-10-14 13:38:00,1,206,327.68,United Kingdom,0,327.68,2010-10
15736,2010-09-30 14:19:00,2010-09-30 14:20:00,2,1208,1767.12,United Kingdom,0,883.56,2010-09
15737,2011-04-11 10:01:00,2011-11-25 11:21:00,8,597,1188.1200000000001,United Kingdom,228,148.52,2011-04
15738,2009-12-10 15:52:00,2011-11-21 08:26:00,41,9030,13043.32,United Kingdom,710,318.13,2009-12
15739,2011-10-04 13:42:00,2011-10-04 13:42:00,1,472,449.12,United Kingdom,0,449.12,2011-10
15740,2011-10-21 14:29:00,2011-10-21 14:29:00,1,152,154.88,United Kingdom,0,154.88,2011-10
15741,2010-03-31 11:55:00,2010-09-07 16:21:00,2,70,208.62,United Kingdom,160,104.31,2010-03
15742,2010-03-30 15:25:00,2010-03-30 15:25:00,1,51,156.87,United Kingdom,0,156.87,2010-03
15743,2011-06-08 10:14:00,2011-11-23 17:19:00,4,214,775.96,United Kingdom,168,193.99,2011-06
15744,2011-09-23 09:52:00,2011-09-23 09:52:00,1,120,34.8,United Kingdom,0,34.8,2011-09
15745,2011-04-17 13:04:00,2011-11-20 13:45:00,4,421,1094.59,United Kingdom,217,273.65,2011-04
15746,2011-07-28 15:21:00,2011-07-28 15:21:00,1,178,196.88,United Kingdom,0,196.88,2011-07
15747,2010-01-18 11:21:00,2011-11-27 12:26:00,9,1344,2499.81,United Kingdom,678,277.76,2010-01
15748,2010-09-16 16:52:00,2011-10-30 12:51:00,3,261,609.8100000000001,United Kingdom,408,203.27,2010-09
15749,2011-01-11 12:55:00,2011-04-18 13:20:00,3,18028,44534.3,United Kingdom,97,14844.77,2011-01
15750,2009-12-01 17:19:00,2011-12-07 12:34:00,18,4281,6452.991,United Kingdom,735,358.5,2009-12
15751,2009-12-06 13:08:00,2010-09-05 12:44:00,11,443,1380.44,United Kingdom,272,125.49,2009-12
15752,2010-09-08 11:56:00,2011-10-31 11:37:00,9,2792,3924.91,United Kingdom,417,436.1,2010-09
15753,2011-02-08 12:41:00,2011-02-08 12:41:00,1,144,79.2,United Kingdom,0,79.2,2011-02
15754,2010-02-22 13:31:00,2011-10-19 14:40:00,9,1762,3037.61,United Kingdom,604,337.51,2010-02
15755,2009-12-04 08:24:00,2011-11-29 14:57:00,17,4034,5993.12,United Kingdom,725,352.54,2009-12
15756,2011-04-04 14:00:00,2011-10-09 13:30:00,4,241,528.01,United Kingdom,187,132.0,2011-04
15757,2010-06-10 13:47:00,2011-10-05 12:14:00,6,1757,2940.36,United Kingdom,481,490.06,2010-06
15758,2011-11-15 10:48:00,2011-11-15 10:48:00,1,47,205.25,United Kingdom,0,205.25,2011-11
15759,2009-12-02 10:08:00,2011-05-05 15:13:00,7,523,830.9300000000001,United Kingdom,519,118.7,2009-12
15760,2010-03-19 11:35:00,2010-03-19 11:45:00,2,2,13916.34,Norway,0,6958.17,2010-03
15761,2010-09-23 09:33:00,2010-09-23 09:33:00,1,31,143.05,United Kingdom,0,143.05,2010-09
15762,2011-09-23 15:17:00,2011-10-05 16:15:00,2,251,583.75,United Kingdom,12,291.88,2011-09
15763,2011-09-23 12:10:00,2011-11-08 09:44:00,2,271,1086.92,United Kingdom,45,543.46,2011-09
15764,2010-08-18 13:58:00,2011-09-12 17:58:00,8,2945,4503.08,United Kingdom,390,562.88,2010-08
15765,2010-02-11 10:25:00,2010-02-11 10:25:00,1,335,370.63,United Kingdom,0,370.63,2010-02
15766,2010-01-26 15:55:00,2011-10-06 17:03:00,3,334,831.06,United Kingdom,618,277.02,2010-01
15768,2009-12-03 12:10:00,2011-08-16 10:48:00,34,4215,15308.89,United Kingdom,620,450.26,2009-12
15769,2009-12-11 09:58:00,2011-12-02 13:52:00,46,49068,88612.52,United Kingdom,721,1926.36,2009-12
15770,2010-04-06 11:47:00,2010-04-06 11:47:00,1,67,321.45,United Kingdom,0,321.45,2010-04
15771,2010-01-15 12:14:00,2010-04-14 13:56:00,3,512,1006.54,United Kingdom,89,335.51,2010-01
15772,2010-10-17 13:33:00,2010-10-17 13:33:00,1,110,280.88,United Kingdom,0,280.88,2010-10
15773,2010-10-26 15:27:00,2011-12-04 12:48:00,2,410,774.52,United Kingdom,403,387.26,2010-10
15774,2010-02-21 12:57:00,2011-10-02 12:04:00,6,465,1288.34,United Kingdom,587,214.72,2010-02
15775,2010-03-18 07:32:00,2011-04-08 12:56:00,2,260,150.5,United Kingdom,386,75.25,2010-03
15776,2011-07-29 13:46:00,2011-07-29 13:46:00,1,138,241.62,United Kingdom,0,241.62,2011-07
15777,2010-05-20 10:37:00,2011-04-12 16:43:00,7,599,1762.61,United Kingdom,327,251.8,2010-05
15778,2010-10-04 15:10:00,2010-10-04 15:10:00,1,101,307.95,United Kingdom,0,307.95,2010-10
15779,2010-06-25 15:55:00,2010-09-02 16:40:00,2,20,124.08000000000001,United Kingdom,69,62.04,2010-06
15780,2010-12-17 11:43:00,2011-06-09 12:01:00,3,220,475.28000000000003,United Kingdom,174,158.43,2010-12
15781,2011-02-07 09:15:00,2011-11-14 14:57:00,3,180,345.46,United Kingdom,280,115.15,2011-02
15782,2010-10-05 15:43:00,2011-11-30 10:49:00,4,1844,4014.1,United Kingdom,420,1003.52,2010-10
15783,2011-11-29 09:50:00,2011-11-29 09:50:00,1,212,246.3,United Kingdom,0,246.3,2011-11
15784,2010-02-05 14:42:00,2010-08-29 10:38:00,2,381,848.3299999999999,United Kingdom,204,424.16,2010-02
15785,2009-12-15 16:28:00,2011-11-07 11:33:00,16,4479,5969.93,United Kingdom,691,373.12,2009-12
15786,2010-06-21 10:13:00,2011-10-24 14:13:00,5,5957,8501.62,United Kingdom,490,1700.32,2010-06
15787,2011-10-09 13:11:00,2011-11-13 14:55:00,3,534,933.26,United Kingdom,35,311.09,2011-10
15788,2010-07-19 12:48:00,2010-07-19 12:48:00,1,115,221.82999999999998,United Kingdom,0,221.83,2010-07
15789,2010-03-26 11:21:00,2010-12-16 14:35:00,6,2499,1962.01,United Kingdom,265,327.0,2010-03
15790,2011-11-29 14:53:00,2011-11-29 14:53:00,1,113,218.75,United Kingdom,0,218.75,2011-11
15791,2010-03-08 09:41:00,2011-10-27 10:14:00,5,1970,3608.34,United Kingdom,598,721.67,2010-03
15792,2010-03-31 09:42:00,2010-11-05 08:21:00,2,606,933.84,United Kingdom,218,466.92,2010-03
15793,2009-12-01 12:54:00,2011-11-25 09:31:00,8,1685,2399.57,United Kingdom,723,299.95,2009-12
15794,2009-12-02 15:10:00,2009-12-03 13:04:00,2,288,777.0,United Kingdom,0,388.5,2009-12
15795,2010-01-18 11:31:00,2011-07-13 10:43:00,8,1411,1979.8700000000001,United Kingdom,540,247.48,2010-01
15796,2010-03-31 13:10:00,2011-12-08 19:55:00,17,1733,5171.63,United Kingdom,617,304.21,2010-03
15797,2010-01-27 13:12:00,2011-08-18 17:04:00,6,1281,2821.08,United Kingdom,568,470.18,2010-01
15798,2010-01-27 11:55:00,2010-08-04 09:13:00,3,915,1535.37,United Kingdom,188,511.79,2010-01
15799,2010-10-17 14:26:00,2011-09-25 12:46:00,4,1341,1421.34,United Kingdom,342,355.34,2010-10
